"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2019-24-27/05/2021","01",0,"SA","Utility","2018","South","Male","027","SA","HRR ","Full","Not Towing","Straight Ahead","001","5214",,
"2019-24-27/05/2021","02",0,"UNKNOWN","Motor Cycle","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2019-25-27/05/2021","01",0,"SA","Utility","2006","South West","Female","041","SA","C ","Full","Not Towing","Straight Ahead","002","5070",,
"2019-25-27/05/2021","02",0,"SA","Motor Cars - Sedan","2008","South West","Female","022","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5087",,
"2019-26-27/05/2021","01",0,"NSW","Station Wagon","2016","South East","Male","044","NSW","C ","Full","Not Towing","Parked","001","2161",,
"2019-26-27/05/2021","02",1,,"Pedal Cycle",,"South East","Male","068",,,,,"Straight Ahead","001","5024",,
"2019-27-27/05/2021","01",1,,"Power Asst. Bicycle",,"North","Male","016",,,,,"Straight Ahead","001","5107",,
"2019-27-27/05/2021","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Parked","001","XXXX",,
"2019-28-27/05/2021","01",0,"SA","Motor Cars - Sedan","1982","South West","Female","087","SA","C ","Full","Not Towing","Right Turn","001","5251",,
"2019-28-27/05/2021","02",0,"SA","Utility","2009","South East","Male","024","SA","C ","Full","Not Towing","Straight Ahead","001","5085",,
"2019-29-27/05/2021","01",0,"SA","Motor Cars - Sedan","2001","North East","Male","027","SA","C ","Full","Not Towing","Straight Ahead","001","5153",,
"2019-29-27/05/2021","02",0,,"Tree",,,,,,,,,,,,,
"2019-30-27/05/2021","01",0,"SA","Utility","2008","North West","Male","026","SA","C R ","Full","Not Towing","Swerving","001","5351","Y",
"2019-31-27/05/2021","01",0,"SA","Motor Cars - Sedan","2001","North West","Female","028","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5114",,
"2019-31-27/05/2021","02",0,,"Guard Rail",,,,,,,,,,,,,
"2019-32-27/05/2021","01",1,"SA","Light Truck LT 4.5T","1997","South East","Male","017","SA","C RD","Provisional 1 ","Not Towing","Straight Ahead","001","5346",,
"2019-32-27/05/2021","02",1,"SA","Utility","2006","South East","Male","046","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5344",,
"2019-33-27/05/2021","01",0,"SA","Station Wagon","2015","North","Female","035","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5023",,
"2019-33-27/05/2021","02",0,"SA","Panel Van","2018","North","Female","048","SA","C ","Full","Not Towing","Straight Ahead","001","5118",,
"2019-34-27/05/2021","01",0,"SA","Motor Cars - Sedan","2007","South","Male","050","SA","C R ","Full","Not Towing","Straight Ahead","001","5013",,
"2019-34-27/05/2021","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2015","South","Male","049","SA","MR","Full","Not Towing","Swerving","002","5023",,
"2019-35-27/05/2021","01",0,"SA","Station Wagon","2011","South West","Male","034","SA","C ","Full","Not Towing","Straight Ahead","004","5049",,
"2019-35-27/05/2021","02",0,"SA","Station Wagon","2014","North East","Male","018","SA","C ","Provisional 2","Not Towing","Overtaking - on Right","001","5082",,
"2019-36-27/05/2021","01",0,"SA","Motor Cars - Sedan","1994","North East","Male","031","SA","C ","Full","Not Towing","Straight Ahead","001","5254",,
"2019-36-27/05/2021","02",0,"SA","Taxi Cab","2013","North East","Male","066","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5126",,
"2019-37-27/05/2021","01",1,"SA","Motor Cars - Sedan","2008","East","Male","063","SA","C ","Full","Not Towing","Straight Ahead","002","5233",,
"2019-37-27/05/2021","02",0,"SA","Motor Cars - Sedan","2008","South","Female","022","SA","C ","Full","Not Towing","Straight Ahead","002","5017",,
"2019-37-27/05/2021","03",0,"SA","Other Defined Special Vehicle","2008","West","Male","047","SA","HCR ","Full","Not Towing","Stopped on Carriageway","001","5095",,
"2019-38-27/05/2021","01",0,"SA","Utility","2006","West","Male","023","SA","C ","Full","Not Towing","Straight Ahead","001","5242",,
"2019-38-27/05/2021","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2019-39-27/05/2021","01",3,"NSW","Station Wagon","XXXX","South East","Male","061","NSW","C ","Full","Not Towing","Straight Ahead","004","2125",,
"2019-39-27/05/2021","02",1,"SA","Motor Cars - Sedan","2008","South West","Female","023","SA","C ","Full","Not Towing","Right Turn","001","5255",,
"2019-40-27/05/2021","01",1,"SA","Motor Cars - Sedan","2006","North","Female","049","SA","C ","Full","Not Towing","Straight Ahead","002","5501",,
"2019-40-27/05/2021","02",0,"SA","Utility","2015","North","Female","020","SA","C ","Full","Not Towing","Straight Ahead","001","5125",,
"2019-41-27/05/2021","01",0,"SA","Motor Cars - Sedan","2010","West","Male","017","SA","C ","Full","Not Towing","Right Turn","001","5011",,
"2019-41-27/05/2021","02",0,"SA","Motor Cars - Sedan","2001","South","Female","020","SA","C ","Full","Not Towing","Straight Ahead","001","5010",,
"2019-42-27/05/2021","01",0,"VIC","Motor Vehicle - Type Unknown","XXXX","North","Male","026","UNKNOWN","C ","Full","Not Towing","Swerving","002","4814",,
"2019-42-27/05/2021","02",0,,"Pedestrian on Road",,"East","Unknown","XXX",,,,,"Crossing with Traffic Signals",,"XXXX",,
"2019-43-27/05/2021","01",1,"SA","Motor Cars - Sedan","2004","North West","Female","032","SA","C ","Full","Not Towing","Straight Ahead","001","5049",,
"2019-43-27/05/2021","02",1,"SA","SEMI TRAILER","2014","South East","Male","057","SA","MC","Full","Trailer","Straight Ahead","001","5120",,
"2019-44-27/05/2021","01",0,"SA","Station Wagon","2007","North","Male","021","SA","C ","Full","Not Towing","Straight Ahead","001","5125",,
"2019-44-27/05/2021","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2019-45-27/05/2021","01",0,"SA","Station Wagon","2015","South West","Female","027","SA","C ","Full","Not Towing","Right Turn","001","5068",,
"2019-45-27/05/2021","02",1,"SA","Station Wagon","2015","North East","Female","052","SA","C ","Full","Not Towing","Straight Ahead","001","5049",,
"2019-46-27/05/2021","01",0,"SA","Station Wagon","2016","North","Female","048","SA","C ","Full","Not Towing","Straight Ahead","005","5031",,
"2019-46-27/05/2021","02",0,,"Pedal Cycle",,"West","Unknown","XXX",,,,,"Straight Ahead","001","XXXX",,
"2019-47-27/05/2021","01",0,"SA","Motor Cars - Sedan","2012","East","Male","082","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5072",,
"2019-47-27/05/2021","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2006","East","Male","039","SA","MR","Full","Not Towing","Straight Ahead","001","5086",,
"2019-48-27/05/2021","01",1,"SA","Motor Cars - Sedan","1991","South East","Male","029","SA","C ","Full","Not Towing","Straight Ahead","004","5159",,
"2019-48-27/05/2021","02",0,"SA","Motor Cars - Sedan","2018","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-49-27/05/2021","01",0,"NSW","Motor Cars - Sedan","2018","North","Male","026","VIC","C R ","Full","Not Towing","Entering Private Driveway","005","XXXX",,
"2019-49-27/05/2021","02",4,"SA","Station Wagon","2013","South","Male","051","SA","MC","Full","Not Towing","Straight Ahead","004","5485",,
"2019-50-27/05/2021","01",0,"SA","Station Wagon","2018","East","Male","038","SA","C ","Full","Not Towing","Straight Ahead","001","5171",,
"2019-50-27/05/2021","02",0,"SA","Station Wagon","2018","West","Female","041","SA","C ","Provisional 1 ","Not Towing","Right Turn","001","5169",,
"2019-51-27/05/2021","01",0,"SA","Utility","1986","West","Male","067","SA","HR","Full","Not Towing","Straight Ahead","001","5168",,
"2019-51-27/05/2021","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2000","North","Male","057","SA","MRR ","Full","Not Towing","Straight Ahead","001","5037",,
"2019-52-27/05/2021","01",0,"SA","Motor Cars - Sedan","2004","South West","Male","028","SA","HR","Full","Not Towing","Straight Ahead","001","5164",,
"2019-52-27/05/2021","02",0,"SA","Station Wagon","2001","South West","Female","021","SA","C ","Provisional 1 ","Not Towing","Stopped on Carriageway","001","5168",,
"2019-53-27/05/2021","01",0,"SA","Station Wagon","2015","South","Female","043","SA","C ","Full","Not Towing","Straight Ahead","001","5011",,
"2019-53-27/05/2021","02",0,"SA","Motor Cars - Sedan","2011","South","Female","026","SA","C ","Full","Not Towing","Straight Ahead","002","5107",,
"2019-53-27/05/2021","03",1,"SA","Station Wagon","2010","South","Male","044","SA","C ","Full","Not Towing","Straight Ahead","003","5640",,
"2019-54-27/05/2021","01",0,"SA","Motor Cars - Sedan","2007","North East","Female","042","SA","C ","Full","Not Towing","Straight Ahead","001","5043",,
"2019-54-27/05/2021","02",0,"SA","Motor Cars - Sedan","2001","North East","Female","021","SA","C ","Full","Not Towing","Straight Ahead","001","5096",,
"2019-54-27/05/2021","03",0,"SA","Motor Cars - Sedan","2001","North East","Female","037","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2019-55-27/05/2021","01",0,"SA","Utility","2015","North West","Male","030","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5097",,
"2019-55-27/05/2021","02",1,"SA","Motor Cars - Sedan","2015","North West","Male","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5097",,
"2019-56-27/05/2021","01",1,"SA","Motor Cars - Sedan","2016","South","Female","071","SA","C ","Full","Not Towing","Straight Ahead","001","5023",,
"2019-56-27/05/2021","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South",,,,,,"Unknown","Parked","000",,,
"2019-57-27/05/2021","01",1,"SA","Motor Cars - Sedan","2012","South West","Female","034","SA","C ","Full","Not Towing","Straight Ahead","001","5062",,
"2019-57-27/05/2021","02",1,"SA","Motor Cars - Sedan","2007","North East","Female","074","SA","C ","Full","Not Towing","Right Turn","001","5024",,
"2019-57-27/05/2021","03",0,"SA","Motor Cars - Sedan","1994","West","Female","054","VIC","C ","Full","Not Towing","Stopped on Carriageway","002","XXXX",,
"2019-58-27/05/2021","01",0,"SA","Motor Cars - Sedan","2006","North","Female","055","SA","C ","Full","Not Towing","Straight Ahead","001","5109",,
"2019-58-27/05/2021","02",0,"SA","Motor Cars - Sedan","2011","North","Female","034","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5109",,
"2019-59-27/05/2021","01",0,"SA","Station Wagon","2016","North East","Female","063","UNKNOWN","XX","Unknown","Not Towing","Stopped on Carriageway","001","5109",,
"2019-59-27/05/2021","02",0,"SA","Station Wagon","2013","North East","Female","057","SA","C ","Full","Not Towing","Straight Ahead","002","5109",,
"2019-60-27/05/2021","01",0,"SA","Motor Cars - Sedan","2010","West","Male","022","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5039",,
"2019-60-27/05/2021","02",0,"SA","Motor Cars - Sedan","2000","West","Female","024","SA","C ","Full","Not Towing","Straight Ahead","001","5153",,
"2019-61-27/05/2021","01",0,"SA","Motor Cars - Sedan","2005","North","Female","038","SA","C ","Full","Not Towing","Left Turn","004","5014",,
"2019-61-27/05/2021","02",1,,"Pedal Cycle",,"East","Male","032",,,,,"Straight Ahead","001","5000",,
"2019-62-27/05/2021","01",0,"SA","Motor Cars - Sedan","2016","South","Female","053","SA","C ","Full","Not Towing","Straight Ahead","001","5051",,
"2019-62-27/05/2021","02",0,"SA","Motor Cars - Sedan","1998","North","Male","025","SA","C ","Full","Not Towing","Straight Ahead","002","5047",,
"2019-63-27/05/2021","01",0,"SA","Station Wagon","2007","East","Male","036","SA","C ","Full","Not Towing","Straight Ahead","002","5070",,
"2019-63-27/05/2021","02",0,"SA","Station Wagon","2015","North","Male","033","SA","C ","Full","Not Towing","Straight Ahead","001","5068",,
"2019-64-27/05/2021","01",0,"SA","OMNIBUS","2016","South East","Male","033","SA","HR","Full","Not Towing","Straight Ahead","025","5032",,
"2019-64-27/05/2021","02",1,"SA","Station Wagon","1990","South West","Male","052","SA","C ","Full","Not Towing","Right Turn","001","5045",,
"2019-64-27/05/2021","03",0,,"Sign Post",,,,,,,,,,,,,
"2019-65-27/05/2021","01",0,"SA","Station Wagon","2014","South","Male","087","SA","C ","Full","Not Towing","Straight Ahead","001","5162",,
"2019-65-27/05/2021","02",0,"SA","Motor Cars - Sedan","2003","South","Female","024","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5038",,
"2019-65-27/05/2021","03",0,"SA","Motor Cars - Sedan","2011","South","Female","027","SA","C ","Full","Not Towing","Straight Ahead","001","5169",,
"2019-66-27/05/2021","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2013","South","Male","039","SA","C ","Disqualified","Not Towing","Straight Ahead","001","5352",,
"2019-66-27/05/2021","02",0,"SA","Station Wagon","2007","South","Male","021","SA","C ","Full","Not Towing","Straight Ahead","001","5109",,
"2019-67-27/05/2021","01",0,"SA","Motor Cars - Sedan","2010","South East","Female","029","SA","C ","Full","Not Towing","Straight Ahead","001","5038",,
"2019-67-27/05/2021","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2019-68-27/05/2021","01",0,"SA","Motor Cars - Sedan","2003","South East","Female","072","SA","C ","Full","Not Towing","Right Turn","001","5065",,
"2019-68-27/05/2021","02",0,"SA","Motor Cars - Sedan","2007","North","Female","071","SA","C ","Full","Not Towing","Straight Ahead","001","5062",,
"2019-69-27/05/2021","01",0,,"Pedal Cycle",,"North","Male","039",,,,,"Stopped on Carriageway","001","5037",,
"2019-69-27/05/2021","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-70-27/05/2021","01",0,"SA","Motor Cars - Sedan","2017","West","Female","030","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5039",,
"2019-70-27/05/2021","02",0,"SA","Motor Cars - Sedan","2004","West","Male","046","SA","C ","Full","Trailer","Straight Ahead","001","5157",,
"2019-71-27/05/2021","01",0,"SA","Motor Cars - Sedan","2018","South","Male","046","SA","C ","Full","Not Towing","U Turn","001","5125",,
"2019-71-27/05/2021","02",0,"SA","Station Wagon","2016","South","Female","046","SA","C ","Full","Not Towing","Straight Ahead","001","5035",,
"2019-72-27/05/2021","01",0,"SA","Station Wagon","2017","South","Male","037","SA","C ","Full","Not Towing","Straight Ahead","001","5042",,
"2019-72-27/05/2021","02",1,"SA","Motor Cars - Sedan","2015","West","Male","096","SA","C ","Full","Not Towing","Right Turn","001","5025",,
"2019-73-27/05/2021","01",0,"SA","Utility","2014","North East","Unknown","XXX","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5022",,
"2019-73-27/05/2021","02",0,"SA","Station Wagon","2011","North East","Male","054","SA","LR","Full","Not Towing","Right Turn","001","5095",,
"2019-74-27/05/2021","01",0,"SA","Station Wagon","2007","North","Female","072","SA","C ","Full","Not Towing","Straight Ahead","001","5013",,
"2019-74-27/05/2021","02",0,"SA","Utility","2012","South","Unknown","XXX","SA","MR","Full","Not Towing","Entering Private Driveway","001","5162",,
"2019-75-27/05/2021","01",0,"SA","Motor Cars - Sedan","2003","North West","Male","026","SA","C ","Full","Not Towing","Straight Ahead","001","5032",,
"2019-75-27/05/2021","02",0,,"Tree",,,,,,,,,,,,,
"2019-76-27/05/2021","01",1,"SA","Motor Cars - Sedan","2002","South West","Female","025","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5255","Y",
"2019-77-27/05/2021","01",0,"SA","Station Wagon","2005","North West","Female","024","SA","C ","Unlicenced","Not Towing","Straight Ahead","001","5108",,
"2019-77-27/05/2021","02",1,"SA","Light Truck LT 4.5T","2014","North West","Male","025","SA","HR","Full","Not Towing","Swerving","001","5108","Y",
"2019-77-27/05/2021","03",0,,"Tree",,,,,,,,,,,,,
"2019-78-27/05/2021","01",1,"SA","Light Truck LT 4.5T","2012","North West","Male","048","SA","MR","Full","Not Towing","Straight Ahead","002","5109",,
"2019-78-27/05/2021","02",0,"SA","Panel Van","2005","North West","Male","020","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5073",,
"2019-79-27/05/2021","01",1,"SA","Motor Cars - Sedan","1998","North West","Female","018","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5127",,
"2019-79-27/05/2021","02",0,"SA","Motor Cars - Sedan","2007","North West","Male","033","SA","HC","Full","Not Towing","Straight Ahead","001","5107",,
"2019-79-27/05/2021","03",0,"SA","Station Wagon","2008","North West","Male","058","SA","C R ","Full","Not Towing","Stopped on Carriageway","002","XXXX",,
"2019-80-27/05/2021","01",0,"SA","Motor Cars - Sedan","1997","North West","Male","028","UNKNOWN","XX","Unknown","Not Towing","Right Turn","001","5031",,
"2019-80-27/05/2021","02",0,"SA","Motor Cars - Sedan","2007","South West","Male","030","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","003","5085",,
"2019-81-27/05/2021","01",0,"SA","Motor Cars - Sedan","2013","East","Female","062","SA","C R ","Full","Not Towing","Stopped on Carriageway","001","5065",,
"2019-81-27/05/2021","02",0,"SA","Motor Cycle","2010","East","Female","024","SA","RD","Provisional 1 ","Not Towing","Straight Ahead","001","5063",,
"2019-82-27/05/2021","01",0,"SA","Motor Cars - Sedan","2009","West","Female","049","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5608",,
"2019-82-27/05/2021","02",0,"SA","Station Wagon","2013","North","Female","027","UNKNOWN","XX","Unknown","Not Towing","Right Turn","002","5609",,
"2019-83-27/05/2021","01",1,"SA","Motor Cars - Sedan","2007","North West","Female","058","SA","C ","Full","Not Towing","Straight Ahead","001","5125",,
"2019-83-27/05/2021","02",0,"SA","Station Wagon","2004","North East","Male","032","SA","C ","Full","Not Towing","Right Turn","001","5097",,
"2019-84-27/05/2021","01",0,"SA","Motor Cars - Sedan","2004","West","Female","020","SA","C ","Learners","Not Towing","Straight Ahead","002","5085",,
"2019-84-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-85-27/05/2021","01",0,,"Pedal Cycle",,"West","Male","013",,,,,"Straight Ahead","001","5112",,
"2019-85-27/05/2021","02",0,"UNKNOWN","Taxi Cab","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Left Turn","001","XXXX",,
"2019-86-27/05/2021","01",1,"NSW","Utility","1996","North","Male","054","NSW","C ","Full","Not Towing","Straight Ahead","001","2400","Y",
"2019-86-27/05/2021","02",0,,"Tree",,,,,,,,,,,,,
"2019-87-27/05/2021","01",0,"SA","Motor Cars - Sedan","1994","South East","Male","020","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5041","Y",
"2019-88-27/05/2021","01",0,"SA","Motor Cars - Sedan","2011","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2019-88-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-89-27/05/2021","01",0,"SA","Motor Cars - Sedan","1996","South","Male","085","UNKNOWN","C ","Full","Not Towing","Right Turn","005","5127",,
"2019-89-27/05/2021","02",0,"SA","RIGID TRUCK LGE GE 4.5T","1997","South","Male","052","UNKNOWN","XX","Unknown","Not Towing","Right Turn","001","5074",,
"2019-90-27/05/2021","01",1,,"Pedal Cycle",,"South West","Male","063",,,,,"Straight Ahead","001","5068",,
"2019-90-27/05/2021","02",1,,"Pedal Cycle",,"South West","Male","058",,,,,"Straight Ahead","001","5051",,
"2019-91-27/05/2021","01",0,"SA","Motor Cars - Sedan","2018","South","Male","047","SA","C ","Full","Not Towing","Straight Ahead","001","5107",,
"2019-91-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-92-27/05/2021","01",0,"SA","Station Wagon","2008","East","Male","065","SA","HRR ","Full","Not Towing","Straight Ahead","001","5345",,
"2019-92-27/05/2021","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2013","South","Male","051","SA","MCR ","Full","Not Towing","Straight Ahead","001","5330",,
"2019-93-27/05/2021","01",0,"SA","Motor Cars - Sedan","2001","West","Male","053","SA","MR","Full","Not Towing","Straight Ahead","001","5023",,
"2019-93-27/05/2021","02",0,"SA","Taxi Cab","2011","West","Male","028","SA","C ","Full","Not Towing","Straight Ahead","001","5069",,
"2019-94-27/05/2021","01",1,"SA","Motor Cars - Sedan","2013","West","Female","025","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5051",,
"2019-94-27/05/2021","02",0,"SA","Motor Cars - Sedan","2002","West","Female","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5162",,
"2019-94-27/05/2021","03",0,"SA","Motor Cars - Sedan","1994","West","Male","027","SA","C ","Full","Not Towing","Straight Ahead","001","5159",,
"2019-95-27/05/2021","01",0,"SA","Other Defined Special Vehicle","2006","North","Male","031","SA","HR","Full","Not Towing","Straight Ahead","001","5355",,
"2019-95-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-96-27/05/2021","01",0,"SA","Motor Cars - Sedan","2001","East","Female","028","SA","C ","Full","Not Towing","Right Turn","001","5095",,
"2019-96-27/05/2021","02",0,"SA","Motor Cars - Sedan","2011","West","Male","045","SA","MCR ","Full","Not Towing","Straight Ahead","002","5063",,
"2019-97-27/05/2021","01",1,"SA","Motor Cars - Sedan","2016","South","Male","049","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5076",,
"2019-97-27/05/2021","02",0,"SA","Motor Cars - Sedan","1998","South","Male","045","SA","HC","Full","Not Towing","Straight Ahead","001","5173",,
"2019-98-27/05/2021","01",1,"SA","Motor Cars - Sedan","2002","North","Female","080","SA","C ","Full","Not Towing","Entering Private Driveway","001","5074","Y",
"2019-98-27/05/2021","02",0,"SA","Motor Cars - Sedan","2000","East",,,,,,"Unknown","Parked","000",,,
"2019-99-27/05/2021","01",0,"SA","Utility","2010","North West",,,,,,"Not Towing","Parked","000",,,
"2019-99-27/05/2021","02",0,"SA","Station Wagon","2006","South West",,,,,,"Not Towing","Reversing","000",,,
