"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2017-12-27/05/2021","01",0,"VIC","Station Wagon","2016","East",,,,,,"Not Towing","Parked","000",,,
"2017-12-27/05/2021","02",1,,"Pedal Cycle",,"East","Female","023",,,,,"Straight Ahead","001","5085",,
"2017-13-27/05/2021","01",0,"SA","Station Wagon","1999","South","Male","069","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2017-13-27/05/2021","02",0,,"Pedestrian on Road",,"East","Unknown","XXX",,,,,"Crossing without Control",,"XXXX",,
"2017-14-27/05/2021","01",0,"SA","Motor Cars - Sedan","2008","North East","Male","019","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5125",,
"2017-14-27/05/2021","02",0,"SA","Motor Cars - Sedan","2014","North East","Male","061","UNKNOWN","XX","Unknown","Not Towing","Leaving Private Driveway","001","5090",,
"2017-15-27/05/2021","01",1,"SA","Motor Cycle","2003","North","Male","050","SA","C R ","Full","Not Towing","Straight Ahead","001","5162","Y",
"2017-15-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-16-27/05/2021","01",1,"SA","Motor Cars - Sedan","2004","South","Male","042","SA","C ","Full","Not Towing","Straight Ahead","002","5108",,
"2017-16-27/05/2021","02",0,"SA","Motor Cars - Sedan","2016","North East","Male","023","SA","C ","Full","Not Towing","Right Turn","001","5089",,
"2017-17-27/05/2021","01",0,"SA","Motor Cars - Sedan","2003","East","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5232",,
"2017-17-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-18-27/05/2021","01",0,"SA","Motor Cars - Sedan","2005","North East","Male","031","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5023",,
"2017-18-27/05/2021","02",0,,"Sign Post",,,,,,,,,,,,,
"2017-18-27/05/2021","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-19-27/05/2021","01",1,"SA","Motor Cycle","2011","South West","Male","017","SA","C RD","Learners","Not Towing","Straight Ahead","001","5110",,
"2017-19-27/05/2021","02",0,,"Guard Rail",,,,,,,,,,,,,
"2017-20-27/05/2021","01",0,"SA","Station Wagon","2013","East","Male","035","SA","C ","Full","Not Towing","Left Turn","001","5074",,
"2017-20-27/05/2021","02",0,,"Traffic Signal Pole",,,,,,,,,,,,,
"2017-21-27/05/2021","01",1,"SA","Motor Cars - Sedan","1993","South East","Female","023","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5502","Y",
"2017-21-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-22-27/05/2021","01",0,"SA","Motor Cars - Sedan","2008","South West","Male","033","SA","C ","Full","Not Towing","Right Turn","001","5164",,
"2017-22-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-22-27/05/2021","03",0,,"Tree",,,,,,,,,,,,,
"2017-23-27/05/2021","01",0,"SA","Motor Cars - Sedan","1985","North East","Male","023","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5114",,
"2017-23-27/05/2021","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2017-24-27/05/2021","01",1,"SA","Motor Cars - Sedan","1990","North West","Female","033","SA","C ","Unlicenced","Not Towing","Straight Ahead","002","5260","Y",
"2017-25-27/05/2021","01",0,"SA","Motor Cycle","2014","West","Male","047","SA","MRR ","Full","Not Towing","Straight Ahead","001","5022",,
"2017-25-27/05/2021","02",0,"SA","Motor Cycle","2014","West","Unknown","XXX","SA","C R ","Full","Not Towing","Straight Ahead","001","5022",,
"2017-26-27/05/2021","01",1,"SA","Utility","2015","South West","Male","046","SA","C ","Full","Not Towing","Straight Ahead","003","5085",,
"2017-26-27/05/2021","02",0,"SA","Motor Cars - Sedan","2004","South West","Male","XXX","SA","C ","Full","Not Towing","Straight Ahead","001","5725",,
"2017-27-27/05/2021","01",0,"VIC","Motor Cars - Sedan","2005","West","Male","019","UNKNOWN","C ","Probationary","Not Towing","Straight Ahead","001","XXXX",,
"2017-27-27/05/2021","02",0,,"Wire Rope Barrier",,,,,,,,,,,,,
"2017-28-27/05/2021","01",0,"SA","Motor Cars - Sedan","2015","North","Male","062","SA","C ","Full","Not Towing","Left Turn","001","5031",,
"2017-28-27/05/2021","02",0,,"Pedal Cycle",,"South East","Unknown","XXX",,,,,"Straight Ahead","001","XXXX",,
"2017-29-27/05/2021","01",0,"WA","BDOUBLE - ROAD TRAIN","2014","East","Male","045","UNKNOWN","XX","Unknown",,"Straight Ahead","001","XXXX",,
"2017-29-27/05/2021","02",0,"SA","Motor Cars - Sedan","1995","East","Male","039","UNKNOWN","XX","Unknown","Not Towing","Stopped on Carriageway","001","5086",,
"2017-30-27/05/2021","01",0,"SA","Station Wagon","2015","East","Female","067","SA","C ","Full","Not Towing","U Turn","001","5092",,
"2017-30-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-31-27/05/2021","01",0,"SA","Motor Cars - Sedan","2002","North East","Male","026","SA","C ","Full","Not Towing","U Turn","001","5144",,
"2017-31-27/05/2021","02",0,"UNKNOWN","Motor Cycle","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2017-32-27/05/2021","01",0,"QLD","Station Wagon","2013","North East","Male","059","UNKNOWN","C ","Full","Not Towing","Swerving","002","4303",,
"2017-32-27/05/2021","02",1,"SA","Motor Cycle","2001","North East","Male","048","SA","C R ","Full","Not Towing","Straight Ahead","001","5013",,
"2017-33-27/05/2021","01",1,,"Pedal Cycle",,"North","Female","045",,,,,"Straight Ahead","001","5252",,
"2017-33-27/05/2021","02",0,,"Pedal Cycle",,"North","Male","049",,,,,"Straight Ahead","001","5252",,
"2017-34-27/05/2021","01",0,"SA","Station Wagon","2005","West","Male","028","UNKNOWN","C ","Full","Not Towing","Right Turn","001","5043",,
"2017-34-27/05/2021","02",0,"SA","Station Wagon","2003","South","Male","036","SA","C ","Full","Not Towing","Straight Ahead","001","5034",,
"2017-35-27/05/2021","01",0,"SA","Motor Cars - Sedan","2006","North West","Female","054","SA","C ","Full","Not Towing","Straight Ahead","001","5108",,
"2017-35-27/05/2021","02",1,"SA","Motor Cycle","2012","South West","Male","052","SA","MRR ","Full","Not Towing","Straight Ahead","001","5114",,
"2017-36-27/05/2021","01",0,"SA","Motor Cars - Sedan","2000","West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","002","XXXX",,
"2017-36-27/05/2021","02",0,"SA","Motor Cars - Sedan","1995","South East",,,,,,"Unknown","Parked","000",,,
"2017-37-27/05/2021","01",0,"SA","Motor Cars - Sedan","2016","South West","Female","066","SA","C ","Full","Not Towing","Swerving","002","5067",,
"2017-37-27/05/2021","02",1,"SA","Motor Cars - Sedan","2003","South West","Male","033","SA","C ","Full","Not Towing","Straight Ahead","002","5125",,
"2017-37-27/05/2021","03",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2017-38-27/05/2021","01",0,"SA","Motor Cars - Sedan","2015","South","Female","038","SA","C ","Full","Not Towing","Straight Ahead","001","5352",,
"2017-38-27/05/2021","02",0,"UNKNOWN","RIGID TRUCK LGE GE 4.5T","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2017-39-27/05/2021","01",1,"SA","Station Wagon","XXXX","South West","Female","042","SA","C ","Full","Not Towing","Straight Ahead","001","5096",,
"2017-39-27/05/2021","02",1,"SA","Station Wagon","2003","North East","Male","036","SA","C ","Full","Not Towing","Straight Ahead","001","5039",,
"2017-39-27/05/2021","03",0,"UNKNOWN","Motor Cars - Sedan","XXXX","North East",,,,,,"Unknown","Parked","000",,,
"2017-39-27/05/2021","04",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-40-27/05/2021","01",1,"SA","Motor Cars - Sedan","2000","East","Female","025","SA","C ","Full","Not Towing","Straight Ahead","005","5017",,
"2017-40-27/05/2021","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2017-41-27/05/2021","01",0,"SA","Panel Van","1999","West","Male","025","SA","C ","Provisional 2","Not Towing","Left Turn","001","5173",,
"2017-41-27/05/2021","02",0,,"Motorised Wheelchair/Gopher",,"North","Male","082",,,,,"Crossing without Control",,"5082",,
"2017-42-27/05/2021","01",1,"NT","Utility","2000","South West","Female","035","SA","C ","Full","Not Towing","Straight Ahead","002","5108",,
"2017-42-27/05/2021","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","U Turn","001","XXXX",,
"2017-43-27/05/2021","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2007","North West","Male","058","SA","MR","Full","Not Towing","Straight Ahead","001","5008",,
"2017-43-27/05/2021","02",0,"SA","Station Wagon","2001","North","Male","069","SA","C ","Full","Not Towing","Left Turn","001","5018",,
"2017-44-27/05/2021","01",0,"SA","Utility","2002","North","Male","045","UNKNOWN","MC","Full","Not Towing","Straight Ahead","001","0837",,
"2017-44-27/05/2021","02",0,"SA","Utility","2000","North","Male","023","SA","C ","Full","Not Towing","Swerving","002","5074",,
"2017-44-27/05/2021","03",0,"SA","Motor Cars - Sedan","2006","North","Male","018","UNKNOWN","XX","Unknown","Not Towing","Stopped on Carriageway","001","5072",,
"2017-45-27/05/2021","01",0,"SA","Motor Cars - Sedan","1997","South","Male","054","SA","C ","Full","Not Towing","Straight Ahead","001","5043",,
"2017-45-27/05/2021","02",0,"UNKNOWN","Motor Cars - Sedan","XXXX","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Right Turn","001","XXXX",,
"2017-46-27/05/2021","01",1,"SA","Motor Cars - Sedan","2003","South","Female","016","SA","C ","Learners","Not Towing","Left Turn","002","XXXX",,
"2017-46-27/05/2021","02",0,,"Tree",,,,,,,,,,,,,
"2017-47-27/05/2021","01",0,"SA","Motor Cars - Sedan","1997","East","Male","053","UNKNOWN","C ","Full","Not Towing","Straight Ahead","003","5069",,
"2017-47-27/05/2021","02",0,"SA","Station Wagon","2004","South","Male","026","UNKNOWN","XX","Unknown","Not Towing","Right Turn","001","5108",,
"2017-48-27/05/2021","01",0,"SA","Motor Cars - Sedan","2001","North","Female","065","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5070",,
"2017-48-27/05/2021","02",0,"SA","Motor Cars - Sedan","2009","West","Male","073","SA","C ","Full","Not Towing","Straight Ahead","002","5081",,
"2017-48-27/05/2021","03",0,"SA","Motor Cars - Sedan","1999","East","Female","028","UNKNOWN","C ","Full","Not Towing","Right Turn","001","5070",,
"2017-49-27/05/2021","01",1,"SA","Motor Cars - Sedan","2011","South","Female","018","UNKNOWN","XX","Unknown","Not Towing","Stopped on Carriageway","002","5127",,
"2017-49-27/05/2021","02",0,"SA","Panel Van","1999","South","Male","035","SA","XX","Unknown","Not Towing","Straight Ahead","001","5125",,
"2017-50-27/05/2021","01",1,"SA","Motor Cars - Sedan","2005","South West","Female","017","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5162",,
"2017-50-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-51-27/05/2021","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2005","East","Male","021","SA","MR","Full","Not Towing","Straight Ahead","001","XXXX",,
"2017-51-27/05/2021","02",0,"SA","Motor Cars - Sedan","2006","East","Unknown","XXX","SA","C ","Full","Not Towing","Straight Ahead","004","XXXX",,
"2017-51-27/05/2021","03",0,"SA","Motor Cars - Sedan","2014","East","Female","049","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2017-52-27/05/2021","01",0,"SA","Motor Cars - Sedan","2003","East","Male","033","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5725",,
"2017-52-27/05/2021","02",0,"SA","Motor Cars - Sedan","1993","East","Female","070","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","002","5084",,
"2017-52-27/05/2021","03",0,"SA","Motor Cars - Sedan","1998","East","Female","053","UNKNOWN","XX","Unknown","Not Towing","Stopped on Carriageway","001","5087",,
"2017-53-27/05/2021","01",0,"SA","Motor Cars - Sedan","2001","North East","Female","050","SA","C ","Full","Not Towing","Straight Ahead","001","5107",,
"2017-53-27/05/2021","02",0,"SA","Motor Cars - Sedan","2006","North East","Male","031","SA","C ","Full","Not Towing","Straight Ahead","001","5126",,
"2017-54-27/05/2021","01",1,"SA","Station Wagon","2010","West","Female","054","SA","C ","Full","Not Towing","Straight Ahead","001","5062",,
"2017-54-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-55-27/05/2021","01",0,"SA","Utility","2012","North West","Male","049","SA","C ","Full","Not Towing","Straight Ahead","001","5008",,
"2017-55-27/05/2021","02",0,,"Pedal Cycle",,"South West","Male","023",,,,,"Straight Ahead","001","5010",,
"2017-56-27/05/2021","01",0,"VIC","Motor Cars - Sedan","2014","South West","Female","021","UNKNOWN","XX","Unknown","Not Towing","Right Turn","002","0870",,
"2017-56-27/05/2021","02",0,"SA","Utility","1998","South","Male","053","SA","C ","Full","Not Towing","Straight Ahead","001","5203",,
"2017-57-27/05/2021","01",1,"SA","Motor Cars - Sedan","2002","North West","Female","051","SA","C ","Unlicenced","Not Towing","Stopped on Carriageway","001","5343",,
"2017-57-27/05/2021","02",0,"SA","Motor Cars - Sedan","2014","North West","Female","075","SA","C ","Full","Not Towing","Straight Ahead","001","5345",,
"2017-58-27/05/2021","01",0,"SA","Motor Cars - Sedan","2012","South East","Female","068","SA","C ","Full","Not Towing","Right Turn","001","XXXX",,
"2017-58-27/05/2021","02",0,"SA","Motor Cars - Sedan","2012","North East","Female","046","SA","C ","Full","Not Towing","Straight Ahead","002","XXXX",,
"2017-59-27/05/2021","01",1,"SA","Utility","2003","North","Male","060","SA","C ","Full","Not Towing","Right Turn","001","XXXX",,
"2017-59-27/05/2021","02",1,"SA","Motor Cars - Sedan","2016","South","Female","064","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2017-60-27/05/2021","01",0,"SA","Motor Cars - Sedan","2008","North","Female","060","SA","C ","Full","Not Towing","Straight Ahead","001","5049",,
"2017-60-27/05/2021","02",0,"UNKNOWN","Motor Cars - Sedan","XXXX","North",,,,,,"Unknown","Parked","000",,,
"2017-60-27/05/2021","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-60-27/05/2021","04",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-61-27/05/2021","01",0,"SA","BDOUBLE - ROAD TRAIN","2015","South","Male","030","SA","MC","Full",,"Straight Ahead","001","5570",,
"2017-61-27/05/2021","02",0,"SA","Motor Cars - Sedan","2010","South East","Female","072","SA","C ","Full","Not Towing","Right Turn","001","5583",,
"2017-62-27/05/2021","01",1,"SA","Motor Cars - Sedan","2003","South","Male","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5501",,
"2017-62-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-63-27/05/2021","01",0,"SA","Station Wagon","2016","North East","Male","057","SA","C ","Full","Not Towing","Straight Ahead","001","5069",,
"2017-63-27/05/2021","02",0,"SA","RIGID TRUCK LGE GE 4.5T","1997","North East","Male","042","SA","MR","Full","Not Towing","Straight Ahead","001","5091",,
"2017-64-27/05/2021","01",0,"SA","Motor Cars - Sedan","2000","South","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5173",,
"2017-64-27/05/2021","02",0,"SA","Motor Cars - Sedan","1999","South","Female","033","SA","C ","Full","Not Towing","Stopped on Carriageway","001","XXXX",,
"2017-65-27/05/2021","01",0,"SA","Motor Cars - Sedan","2004","East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Reversing","001","5159",,
"2017-65-27/05/2021","02",0,,"Pedestrian on Road",,"West","Male","043",,,,,"Crossing without Control",,"5159",,
"2017-66-27/05/2021","01",1,"SA","Motor Cars - Sedan","1999","North West","Female","035","SA","C ","Full","Not Towing","Straight Ahead","001","5461",,
"2017-66-27/05/2021","02",1,"SA","Station Wagon","2006","South East","Female","058","SA","C ","Full","Not Towing","Straight Ahead","001","5461",,
"2017-67-27/05/2021","01",0,"SA","Motor Cars - Sedan","2002","South","Female","029","SA","C ","Full","Not Towing","U Turn","002","5007",,
"2017-67-27/05/2021","02",0,"VIC","Panel Van","XXXX","North","Male","069","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","3318",,
"2017-68-27/05/2021","01",0,"SA","Station Wagon","2014","North East","Female","054","SA","C ","Full","Trailer","Straight Ahead","001","5253",,
"2017-68-27/05/2021","02",0,"SA","Motor Cars - Sedan","1998","North West","Male","079","SA","C ","Full","Not Towing","Straight Ahead","001","5253",,
"2017-69-27/05/2021","01",0,"SA","Motor Cars - Sedan","2007","South","Male","035","SA","C ","Full","Not Towing","Straight Ahead","001","5253",,
"2017-70-27/05/2021","01",0,"SA","SEMI TRAILER","2013","South West","Male","058","SA","HCR ","Full","Trailer","Swerving","001","5360",,
"2017-70-27/05/2021","02",1,"SA","Motor Cars - Sedan","1996","South West","Female","020","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5049",,
"2017-71-27/05/2021","01",0,"SA","Station Wagon","2000","West","Male","026","SA","C ","Full","Not Towing","Straight Ahead","001","5162",,
"2017-71-27/05/2021","02",1,"SA","Utility","2003","North","Male","055","SA","HR","Full","Not Towing","Straight Ahead","001","5173",,
"2017-72-27/05/2021","01",1,"SA","Station Wagon","2003","South East","Female","029","UNKNOWN","XX","Unknown","Not Towing","Stopped on Carriageway","002","5114",,
"2017-72-27/05/2021","02",0,"SA","Motor Cars - Sedan","2007","South East","Female","021","SA","C ","Full","Not Towing","Left Turn","002","XXXX",,
"2017-73-27/05/2021","01",0,"SA","Motor Cars - Sedan","2012","West","Unknown","XXX","SA","C ","Full","Not Towing","Straight Ahead","002","5162",,
"2017-73-27/05/2021","02",0,"SA","Station Wagon","2010","West","Female","024","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5172",,
"2017-74-27/05/2021","01",1,"SA","Motor Cars - Sedan","2002","West","Male","025","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5118",,
"2017-74-27/05/2021","02",0,"SA","Station Wagon","2010","West","Male","042","SA","MR","Full","Not Towing","Straight Ahead","004","5098",,
"2017-75-27/05/2021","01",0,"SA","Motor Cars - Sedan","2012","South","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5046",,
"2017-75-27/05/2021","02",0,,"Sign Post",,,,,,,,,,,,,
"2017-76-27/05/2021","01",1,"SA","Motor Cars - Sedan","2002","South","Female","060","SA","C ","Full","Not Towing","Straight Ahead","001","5037",,
"2017-76-27/05/2021","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2017-77-27/05/2021","01",0,"VIC","Station Wagon","XXXX","East","Female","057","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5270",,
"2017-77-27/05/2021","02",0,"SA","Motor Cars - Sedan","2007","East","Female","044","SA","C ","Full","Not Towing","Straight Ahead","001","5268",,
"2017-78-27/05/2021","01",0,"SA","Station Wagon","2014","South West","Male","030","SA","C ","Full","Not Towing","Straight Ahead","002","XXXX",,
"2017-78-27/05/2021","02",0,"SA","OMNIBUS","2014","South West","Male","035","SA","HR","Full","Not Towing","Right Turn","006","5086",,
"2017-79-27/05/2021","01",1,,"Pedal Cycle",,"South West","Male","048",,,,,"Straight Ahead","001","5050",,
"2017-79-27/05/2021","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Right Turn","001","XXXX",,
"2017-80-27/05/2021","01",2,"VIC","Motor Cars - Sedan","1999","North","Female","022","O/S","XX","Unknown","Not Towing","Straight Ahead","002","XXXX","Y",
"2017-81-27/05/2021","01",1,"SA","Motor Cars - Sedan","2008","West","Female","057","SA","C ","Full","Not Towing","Straight Ahead","001","5158",,
"2017-81-27/05/2021","02",4,"SA","Station Wagon","2005","South","Female","046","SA","C ","Provisional 2","Not Towing","Straight Ahead","004","5031",,
"2017-82-27/05/2021","01",0,"SA","Motor Cars - Sedan","2002","West","Female","041","SA","C ","Full","Not Towing","Straight Ahead","002","5373",,
"2017-82-27/05/2021","02",0,"SA","Station Wagon","2004","East","Male","045","SA","C ","Full","Trailer","Right Turn","001","5052",,
"2017-82-27/05/2021","03",0,"SA","Station Wagon","2016","North","Female","037","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5068",,
"2017-83-27/05/2021","01",1,"SA","Station Wagon","2010","North West","Male","056","SA","HR","Full","Not Towing","Straight Ahead","001","5011",,
"2017-83-27/05/2021","02",0,,"Tree",,,,,,,,,,,,,
"2017-84-27/05/2021","01",1,"SA","Motor Cars - Sedan","2014","West","Female","025","UNKNOWN","C ","Full","Not Towing","Stopped on Carriageway","002","XXXX",,
"2017-84-27/05/2021","02",0,"SA","Utility","2011","West","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5171",,
"2017-85-27/05/2021","01",0,"SA","Utility","2005","East","Male","052","SA","C ","Full","Not Towing","Straight Ahead","001","5092",,
"2017-85-27/05/2021","02",1,"SA","Motor Cars - Sedan","1998","East","Female","052","SA","C ","Full","Not Towing","Straight Ahead","001","5109",,
"2017-86-27/05/2021","01",4,"SA","Motor Cars - Sedan","1998","West","Male","080","SA","C ","Full","Not Towing","Left Turn","004","5050",,
"2017-86-27/05/2021","02",0,"SA","Motor Cars - Sedan","2013","South","Male","055","SA","C ","Full","Not Towing","Straight Ahead","001","5162",,
"2017-86-27/05/2021","03",0,"SA","Station Wagon","2014","North","Male","070","SA","C ","Full","Not Towing","Straight Ahead","001","5050",,
"2017-87-27/05/2021","01",0,"SA","BDOUBLE - ROAD TRAIN","2009","South","Male","054","SA","MC","Full",,"Swerving","001","5098",,
"2017-87-27/05/2021","02",1,"SA","Motor Cars - Sedan","2006","South","Male","080","SA","C ","Full","Not Towing","Straight Ahead","002","5201",,
"2017-87-27/05/2021","03",0,"SA","Station Wagon","2016","North","Male","079","SA","C ","Full","Not Towing","Straight Ahead","002","5072",,
"2017-88-27/05/2021","01",2,"SA","Motor Cars - Sedan","1997","South West","Female","022","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5087",,
"2017-88-27/05/2021","02",0,"SA","Motor Cars - Sedan","2010","South West","Male","024","SA","C ","Full","Not Towing","Straight Ahead","001","5108",,
"2017-89-27/05/2021","01",1,"SA","Motor Cycle","2016","North","Male","025","SA","C ","Full","Not Towing","Right Turn","001","5061",,
"2017-89-27/05/2021","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2017-90-27/05/2021","01",0,"SA","Motor Cars - Sedan","XXXX","North East","Female","036","SA","C ","Full","Not Towing","Straight Ahead","002","5253",,
"2017-90-27/05/2021","02",0,,"Tree",,,,,,,,,,,,,
"2017-91-27/05/2021","01",0,"SA","Station Wagon","2007","East","Male","021","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2017-91-27/05/2021","02",1,"SA","Motor Cars - Sedan","2011","East","Male","061","SA","C ","Full","Not Towing","Parked","001","XXXX",,
"2017-92-27/05/2021","01",0,"SA","Motor Cars - Sedan","2013","South East","Male","027","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5114",,
"2017-92-27/05/2021","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2017-93-27/05/2021","01",1,"SA","Motor Cycle","2016","East","Male","020","SA","XX","Unlicenced","Not Towing","Straight Ahead","001","XXXX","Y",
"2017-94-27/05/2021","01",0,"SA","Motor Cars - Sedan","2002","North","Male","032","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2017-94-27/05/2021","02",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2017-95-27/05/2021","01",0,"SA","Motor Cars - Sedan","2014","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2017-95-27/05/2021","02",0,,"Stobie Pole",,,,,,,,,,,,,
